Country_code,Country_name,Series_code,Series_name,Year,Value
NZL,New Zealand,SP.URB.GROW,Urban population growth (annual %),2010,1.33601877274523
OMN,Oman,SP.URB.GROW,Urban population growth (annual %),2010,2.61461194588641
PAK,Pakistan,SP.URB.GROW,Urban population growth (annual %),2010,2.94296967672273
PAN,Panama,SP.URB.GROW,Urban population growth (annual %),2010,2.64921038174633
PER,Peru,SP.URB.GROW,Urban population growth (annual %),2010,1.21633226149617
PHL,Philippines,SP.URB.GROW,Urban population growth (annual %),2010,2.80509169434406
PLW,Palau,SP.URB.GROW,Urban population growth (annual %),2010,1.98092346261645
PNG,Papua New Guinea,SP.URB.GROW,Urban population growth (annual %),2010,2.12468763353722
POL,Poland,SP.URB.GROW,Urban population growth (annual %),2010,-0.003976438988024
PRI,Puerto Rico,SP.URB.GROW,Urban population growth (annual %),2010,0.530500258124259
PRK,"Korea, Dem. Rep.",SP.URB.GROW,Urban population growth (annual %),2010,1.01423522825156
PRT,Portugal,SP.URB.GROW,Urban population growth (annual %),2010,1.12404949385244
PRY,Paraguay,SP.URB.GROW,Urban population growth (annual %),2010,2.74118520628179
PYF,French Polynesia,SP.URB.GROW,Urban population growth (annual %),2010,1.10491548754506
QAT,Qatar,SP.URB.GROW,Urban population growth (annual %),2010,9.68574225605414
ROM,Romania,SP.URB.GROW,Urban population growth (annual %),2010,0.151338648366389
RUS,Russian Federation,SP.URB.GROW,Urban population growth (annual %),2010,-0.097990619164585
RWA,Rwanda,SP.URB.GROW,Urban population growth (annual %),2010,4.48037568570002
SAS,South Asia,SP.URB.GROW,Urban population growth (annual %),2010,2.5000040752835
SAU,Saudi Arabia,SP.URB.GROW,Urban population growth (annual %),2010,3.97134274123157
SDN,Sudan,SP.URB.GROW,Urban population growth (annual %),2010,4.46217469914902
SEN,Senegal,SP.URB.GROW,Urban population growth (annual %),2010,3.27191790922145
SGP,Singapore,SP.URB.GROW,Urban population growth (annual %),2010,1.77066120652919
SLB,Solomon Islands,SP.URB.GROW,Urban population growth (annual %),2010,4.37574244696883
SLE,Sierra Leone,SP.URB.GROW,Urban population growth (annual %),2010,3.04670018732234
SLV,El Salvador,SP.URB.GROW,Urban population growth (annual %),2010,1.01790263967259
SMR,San Marino,SP.URB.GROW,Urban population growth (annual %),2010,0.598928974043709
SOM,Somalia,SP.URB.GROW,Urban population growth (annual %),2010,3.47097928089732
SRB,Serbia,SP.URB.GROW,Urban population growth (annual %),2010,-0.0422969622234031
SSA,Sub-Saharan Africa,SP.URB.GROW,Urban population growth (annual %),2010,3.87044153149185
STP,Sao Tome and Principe,SP.URB.GROW,Urban population growth (annual %),2010,3.08492899289928
SUR,Suriname,SP.URB.GROW,Urban population growth (annual %),2010,1.36507186616792
SVK,Slovak Republic,SP.URB.GROW,Urban population growth (annual %),2010,0.485467247567821
SVN,Slovenia,SP.URB.GROW,Urban population growth (annual %),2010,0.0196855216711895
SWE,Sweden,SP.URB.GROW,Urban population growth (annual %),2010,0.957576188264183
SWZ,Swaziland,SP.URB.GROW,Urban population growth (annual %),2010,2.60864211231193
SXM,Sint Maarten (Dutch part),SP.URB.GROW,Urban population growth (annual %),2010,
SYC,Seychelles,SP.URB.GROW,Urban population growth (annual %),2010,-0.0176345900627049
SYR,Syrian Arab Republic,SP.URB.GROW,Urban population growth (annual %),2010,2.63933220619153
TCA,Turks and Caicos Islands,SP.URB.GROW,Urban population growth (annual %),2010,
TCD,Chad,SP.URB.GROW,Urban population growth (annual %),2010,4.29875625524005
TGO,Togo,SP.URB.GROW,Urban population growth (annual %),2010,3.73749047605495
THA,Thailand,SP.URB.GROW,Urban population growth (annual %),2010,1.60884730892822
TJK,Tajikistan,SP.URB.GROW,Urban population growth (annual %),2010,1.46985467830796
TKM,Turkmenistan,SP.URB.GROW,Urban population growth (annual %),2010,2.13664424259116
TMP,Timor-Leste,SP.URB.GROW,Urban population growth (annual %),2010,3.63392537962646
TON,Tonga,SP.URB.GROW,Urban population growth (annual %),2010,1.55231147612359
TTO,Trinidad and Tobago,SP.URB.GROW,Urban population growth (annual %),2010,2.85855894246532
TUN,Tunisia,SP.URB.GROW,Urban population growth (annual %),2010,1.63955501985228
TUR,Turkey,SP.URB.GROW,Urban population growth (annual %),2010,1.91641069618938
TUV,Tuvalu,SP.URB.GROW,Urban population growth (annual %),2010,
TZA,Tanzania,SP.URB.GROW,Urban population growth (annual %),2010,4.66055916986677
UGA,Uganda,SP.URB.GROW,Urban population growth (annual %),2010,4.42301921923033
UKR,Ukraine,SP.URB.GROW,Urban population growth (annual %),2010,-0.309140673225388
UMC,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2010,1.89959436645499
URY,Uruguay,SP.URB.GROW,Urban population growth (annual %),2010,0.455729774172618
USA,United States,SP.URB.GROW,Urban population growth (annual %),2010,1.02870282398427
UZB,Uzbekistan,SP.URB.GROW,Urban population growth (annual %),2010,1.51480962430868
VCT,St. Vincent and the Grenadines,SP.URB.GROW,Urban population growth (annual %),2010,0.856709789299172
VEN,"Venezuela, RB",SP.URB.GROW,Urban population growth (annual %),2010,1.93532187771513
VIR,Virgin Islands (U.S.),SP.URB.GROW,Urban population growth (annual %),2010,0.18557947541012
VNM,Vietnam,SP.URB.GROW,Urban population growth (annual %),2010,2.73513742730397
VUT,Vanuatu,SP.URB.GROW,Urban population growth (annual %),2010,4.13027446946008
WBG,West Bank and Gaza,SP.URB.GROW,Urban population growth (annual %),2010,2.79617277495183
WLD,World,SP.URB.GROW,Urban population growth (annual %),2010,1.98412868213167
WSM,Samoa,SP.URB.GROW,Urban population growth (annual %),2010,1.23048614736468
YEM,"Yemen, Rep.",SP.URB.GROW,Urban population growth (annual %),2010,4.89833687024872
ZAF,South Africa,SP.URB.GROW,Urban population growth (annual %),2010,2.13262680284165
ZAR,"Congo, Dem. Rep.",SP.URB.GROW,Urban population growth (annual %),2010,4.48367035104558
ZMB,Zambia,SP.URB.GROW,Urban population growth (annual %),2010,1.97316947208552
ZWE,Zimbabwe,SP.URB.GROW,Urban population growth (annual %),2010,2.03946843346586
ABW,Aruba,SP.URB.TOTL,Urban population,2010,50411.872
ADO,Andorra,SP.URB.TOTL,Urban population,2010,74680.32
AFG,Afghanistan,SP.URB.TOTL,Urban population,2010,8527496.89457131
AGO,Angola,SP.URB.TOTL,Urban population,2010,11162918.52
ALB,Albania,SP.URB.TOTL,Urban population,2010,1538056.32
ARE,United Arab Emirates,SP.URB.TOTL,Urban population,2010,5859118.2
ARG,Argentina,SP.URB.TOTL,Urban population,2010,37341035.424
ARM,Armenia,SP.URB.TOTL,Urban population,2010,1969649.864
ASM,American Samoa,SP.URB.TOTL,Urban population,2010,63630.6
ATG,Antigua and Barbuda,SP.URB.TOTL,Urban population,2010,26879.13
AUS,Australia,SP.URB.TOTL,Urban population,2010,19894960.8
AUT,Austria,SP.URB.TOTL,Urban population,2010,5668087.62
AZE,Azerbaijan,SP.URB.TOTL,Urban population,2010,4723020.504
BDI,Burundi,SP.URB.TOTL,Urban population,2010,922113.39
BEL,Belgium,SP.URB.TOTL,Urban population,2010,10596300.866
BEN,Benin,SP.URB.TOTL,Urban population,2010,3716954.64
BFA,Burkina Faso,SP.URB.TOTL,Urban population,2010,3359617.656
BGD,Bangladesh,SP.URB.TOTL,Urban population,2010,41782488.811
BGR,Bulgaria,SP.URB.TOTL,Urban population,2010,5408564.025
BHR,Bahrain,SP.URB.TOTL,Urban population,2010,1117985.81
BHS,"Bahamas, The",SP.URB.TOTL,Urban population,2010,288359.557
BIH,Bosnia and Herzegovina,SP.URB.TOTL,Urban population,2010,1827432.414
BLR,Belarus,SP.URB.TOTL,Urban population,2010,7051441.5
BLZ,Belize,SP.URB.TOTL,Urban population,2010,181656.9
BMU,Bermuda,SP.URB.TOTL,Urban population,2010,64600.0
BOL,Bolivia,SP.URB.TOTL,Urban population,2010,6603349.585
BRA,Brazil,SP.URB.TOTL,Urban population,2010,168628696.55
BRB,Barbados,SP.URB.TOTL,Urban population,2010,111519.048
BRN,Brunei Darussalam,SP.URB.TOTL,Urban population,2010,301982.44
BTN,Bhutan,SP.URB.TOTL,Urban population,2010,267145.92
BWA,Botswana,SP.URB.TOTL,Urban population,2010,1226243.395
CAF,Central African Republic,SP.URB.TOTL,Urban population,2010,1712008.839
CAN,Canada,SP.URB.TOTL,Urban population,2010,27491654.112
CHE,Switzerland,SP.URB.TOTL,Urban population,2010,5759378.848
CHI,Channel Islands,SP.URB.TOTL,Urban population,2010,48152.528
CHL,Chile,SP.URB.TOTL,Urban population,2010,15231182.32
CHN,China,SP.URB.TOTL,Urban population,2010,600896480.665643
CIV,Cote d'Ivoire,SP.URB.TOTL,Urban population,2010,9888637.8
CMR,Cameroon,SP.URB.TOTL,Urban population,2010,11445751.176
COG,"Congo, Rep.",SP.URB.TOTL,Urban population,2010,2510640.279
COK,Cook Islands,SP.URB.TOTL,Urban population,2010,
COL,Colombia,SP.URB.TOTL,Urban population,2010,34767425.591
COM,Comoros,SP.URB.TOTL,Urban population,2010,207199.5
CPV,Cape Verde,SP.URB.TOTL,Urban population,2010,303055.389
CRI,Costa Rica,SP.URB.TOTL,Urban population,2010,2995664.341
CUB,Cuba,SP.URB.TOTL,Urban population,2010,8522290.103
CUW,Curacao,SP.URB.TOTL,Urban population,2010,
CYM,Cayman Islands,SP.URB.TOTL,Urban population,2010,56230.0
CYP,Cyprus,SP.URB.TOTL,Urban population,2010,775863.841
CZE,Czech Republic,SP.URB.TOTL,Urban population,2010,7735941.15
DEU,Germany,SP.URB.TOTL,Urban population,2010,60296318.802
DJI,Djibouti,SP.URB.TOTL,Urban population,2010,782958.796
DMA,Dominica,SP.URB.TOTL,Urban population,2010,50546.722
DNK,Denmark,SP.URB.TOTL,Urban population,2010,4834489.208
DOM,Dominican Republic,SP.URB.TOTL,Urban population,2010,6998760.6
DZA,Algeria,SP.URB.TOTL,Urban population,2010,23586358.32
EAP,East Asia & Pacific,SP.URB.TOTL,Urban population,2010,901290814.565135
ECA,Europe & Central Asia,SP.URB.TOTL,Urban population,2010,258691826.2
ECU,Ecuador,SP.URB.TOTL,Urban population,2010,9676910.391
EGY,"Egypt, Arab Rep.",SP.URB.TOTL,Urban population,2010,34719820.956
EMU,Euro area,SP.URB.TOTL,Urban population,2010,244040910.559428
ERI,Eritrea,SP.URB.TOTL,Urban population,2010,1134794.016
ESP,Spain,SP.URB.TOTL,Urban population,2010,35667138.276
EST,Estonia,SP.URB.TOTL,Urban population,2010,931053.97
ETH,Ethiopia,SP.URB.TOTL,Urban population,2010,14599119.216
FIN,Finland,SP.URB.TOTL,Urban population,2010,3427355.736
FJI,Fiji,SP.URB.TOTL,Urban population,2010,459572.682
FRA,France,SP.URB.TOTL,Urban population,2010,50474009.1414281
FRO,Faeroe Islands,SP.URB.TOTL,Urban population,2010,20700.9
FSM,"Micronesia, Fed. Sts.",SP.URB.TOTL,Urban population,2010,25211.528
GAB,Gabon,SP.URB.TOTL,Urban population,2010,1294698.18
GBR,United Kingdom,SP.URB.TOTL,Urban population,2010,56059103.661
GEO,Georgia,SP.URB.TOTL,Urban population,2010,2355531.2
GHA,Ghana,SP.URB.TOTL,Urban population,2010,12561788.845
GIB,Gibraltar,SP.URB.TOTL,Urban population,2010,
GIN,Guinea,SP.URB.TOTL,Urban population,2010,3533482.86
GMB,"Gambia, The",SP.URB.TOTL,Urban population,2010,1004196.914
GNB,Guinea-Bissau,SP.URB.TOTL,Urban population,2010,454567.2
GNQ,Equatorial Guinea,SP.URB.TOTL,Urban population,2010,278059.197
GRC,Greece,SP.URB.TOTL,Urban population,2010,6949895.472
GRD,Grenada,SP.URB.TOTL,Urban population,2010,32390.97
GRL,Greenland,SP.URB.TOTL,Urban population,2010,47488.56
GTM,Guatemala,SP.URB.TOTL,Urban population,2010,7122519.855
GUM,Guam,SP.URB.TOTL,Urban population,2010,167663.072
GUY,Guyana,SP.URB.TOTL,Urban population,2010,215030.505
HIC,High income,SP.URB.TOTL,Urban population,2010,856096179.423452
HKG,"Hong Kong SAR, China",SP.URB.TOTL,Urban population,2010,7067800.0
HND,Honduras,SP.URB.TOTL,Urban population,2010,3709055.712
HRV,Croatia,SP.URB.TOTL,Urban population,2010,2557165.32602358
HTI,Haiti,SP.URB.TOTL,Urban population,2010,4956650.512
HUN,Hungary,SP.URB.TOTL,Urban population,2010,6835944.149
IDN,Indonesia,SP.URB.TOTL,Urban population,2010,128810693.169
IMY,Isle of Man,SP.URB.TOTL,Urban population,2010,41931.714
IND,India,SP.URB.TOTL,Urban population,2010,352452338.0
IRL,Ireland,SP.URB.TOTL,Urban population,2010,2774005.17
IRN,"Iran, Islamic Rep.",SP.URB.TOTL,Urban population,2010,51411672.85
IRQ,Iraq,SP.URB.TOTL,Urban population,2010,21268466.6700103
ISL,Iceland,SP.URB.TOTL,Urban population,2010,292958.354
ISR,Israel,SP.URB.TOTL,Urban population,2010,6991758.2
ITA,Italy,SP.URB.TOTL,Urban population,2010,41370728.364
JAM,Jamaica,SP.URB.TOTL,Urban population,2010,1451135.1
JOR,Jordan,SP.URB.TOTL,Urban population,2010,4746895.0
JPN,Japan,SP.URB.TOTL,Urban population,2010,85136906.612
KAZ,Kazakhstan,SP.URB.TOTL,Urban population,2010,9544889.25
KEN,Kenya,SP.URB.TOTL,Urban population,2010,8993815.404
KGZ,Kyrgyz Republic,SP.URB.TOTL,Urban population,2010,1963651.30327826
KHM,Cambodia,SP.URB.TOTL,Urban population,2010,3223522.14
KIR,Kiribati,SP.URB.TOTL,Urban population,2010,43800.24
KNA,St. Kitts and Nevis,SP.URB.TOTL,Urban population,2010,16978.248
KOR,"Korea, Rep.",SP.URB.TOTL,Urban population,2010,40028625.0
KSV,Kosovo,SP.URB.TOTL,Urban population,2010,
KWT,Kuwait,SP.URB.TOTL,Urban population,2010,2692944.288
LAC,Latin America & Caribbean,SP.URB.TOTL,Urban population,2010,462009528.395
LAO,Lao PDR,SP.URB.TOTL,Urban population,2010,2058696.808
LBN,Lebanon,SP.URB.TOTL,Urban population,2010,3686464.584
LBR,Liberia,SP.URB.TOTL,Urban population,2010,2456385.03
LBY,Libya,SP.URB.TOTL,Urban population,2010,4950632.248
LCA,St. Lucia,SP.URB.TOTL,Urban population,2010,48720.0
LIC,Low income,SP.URB.TOTL,Urban population,2010,225199097.65885
LIE,Liechtenstein,SP.URB.TOTL,Urban population,2010,5116.544
LKA,Sri Lanka,SP.URB.TOTL,Urban population,2010,3149852.299
LMC,Lower middle income,SP.URB.TOTL,Urban population,2010,975897627.72682
LMY,Low & middle income,SP.URB.TOTL,Urban population,2010,2609643704.65031
LSO,Lesotho,SP.URB.TOTL,Urban population,2010,584084.542
LTU,Lithuania,SP.URB.TOTL,Urban population,2010,2231480.832
LUX,Luxembourg,SP.URB.TOTL,Urban population,2010,415793.082
LVA,Latvia,SP.URB.TOTL,Urban population,2010,1529668.712
MAC,"Macao SAR, China",SP.URB.TOTL,Urban population,2010,543656.0
MAF,St. Martin (French part),SP.URB.TOTL,Urban population,2010,
MAR,Morocco,SP.URB.TOTL,Urban population,2010,18116450.604
MCO,Monaco,SP.URB.TOTL,Urban population,2010,35407.0
MDA,Moldova,SP.URB.TOTL,Urban population,2010,1467569.544
MDG,Madagascar,SP.URB.TOTL,Urban population,2010,6255573.338
MDV,Maldives,SP.URB.TOTL,Urban population,2010,127933.425
MEX,Mexico,SP.URB.TOTL,Urban population,2010,88243130.566
MHL,Marshall Islands,SP.URB.TOTL,Urban population,2010,38799.284
MIC,Middle income,SP.URB.TOTL,Urban population,2010,2384444606.99146
MKD,"Macedonia, FYR",SP.URB.TOTL,Urban population,2010,1399122.277
MLI,Mali,SP.URB.TOTL,Urban population,2010,5118146.397
MLT,Malta,SP.URB.TOTL,Urban population,2010,391074.067
MMR,Myanmar,SP.URB.TOTL,Urban population,2010,16259461.068
MNA,Middle East & North Africa,SP.URB.TOTL,Urban population,2010,192236817.427607
MNE,Montenegro,SP.URB.TOTL,Urban population,2010,375736.55
MNG,Mongolia,SP.URB.TOTL,Urban population,2010,1584700.575
MNP,Northern Mariana Islands,SP.URB.TOTL,Urban population,2010,55617.221
MOZ,Mozambique,SP.URB.TOTL,Urban population,2010,8982053.76
MRT,Mauritania,SP.URB.TOTL,Urban population,2010,1432346.022
MUS,Mauritius,SP.URB.TOTL,Urban population,2010,545797.164
MWI,Malawi,SP.URB.TOTL,Urban population,2010,2950366.518
MYS,Malaysia,SP.URB.TOTL,Urban population,2010,20505534.274
MYT,Mayotte,SP.URB.TOTL,Urban population,2010,
NAM,Namibia,SP.URB.TOTL,Urban population,2010,867649.82
NCL,New Caledonia,SP.URB.TOTL,Urban population,2010,166370.0
NER,Niger,SP.URB.TOTL,Urban population,2010,2590496.151
NGA,Nigeria,SP.URB.TOTL,Urban population,2010,78894744.636
NIC,Nicaragua,SP.URB.TOTL,Urban population,2010,3316617.399
NIU,Niue,SP.URB.TOTL,Urban population,2010,
NLD,Netherlands,SP.URB.TOTL,Urban population,2010,13771524.577
NOR,Norway,SP.URB.TOTL,Urban population,2010,3790946.24
NPL,Nepal,SP.URB.TOTL,Urban population,2010,5452604.248
NRU,Nauru,SP.URB.TOTL,Urban population,2010,
NZL,New Zealand,SP.URB.TOTL,Urban population,2010,3791250.4
OMN,Oman,SP.URB.TOTL,Urban population,2010,1995005.895
PAK,Pakistan,SP.URB.TOTL,Urban population,2010,64229551.71
PAN,Panama,SP.URB.TOTL,Urban population,2010,2630581.36
PER,Peru,SP.URB.TOTL,Urban population,2010,20818782.592
PHL,Philippines,SP.URB.TOTL,Urban population,2010,61925169.872
PLW,Palau,SP.URB.TOTL,Urban population,2010,16930.344
PNG,Papua New Guinea,SP.URB.TOTL,Urban population,2010,857283.25
POL,Poland,SP.URB.TOTL,Urban population,2010,23370742.656
PRI,Puerto Rico,SP.URB.TOTL,Urban population,2010,3930957.576
PRK,"Korea, Dem. Rep.",SP.URB.TOTL,Urban population,2010,15435509.186
PRT,Portugal,SP.URB.TOTL,Urban population,2010,6460204.487
PRY,Paraguay,SP.URB.TOTL,Urban population,2010,3969547.02
PYF,French Polynesia,SP.URB.TOTL,Urban population,2010,139714.224
QAT,Qatar,SP.URB.TOTL,Urban population,2010,1684923.694
ROM,Romania,SP.URB.TOTL,Urban population,2010,11707338.552
RUS,Russian Federation,SP.URB.TOTL,Urban population,2010,103194000.0
RWA,Rwanda,SP.URB.TOTL,Urban population,2010,2007936.945
SAS,South Asia,SP.URB.TOTL,Urban population,2010,475989411.307571
SAU,Saudi Arabia,SP.URB.TOTL,Urban population,2010,22946599.896
SDN,Sudan,SP.URB.TOTL,Urban population,2010,19685477.332
SEN,Senegal,SP.URB.TOTL,Urban population,2010,5334069.312
SGP,Singapore,SP.URB.TOTL,Urban population,2010,5076700.0
SID,Small island developing states,SP.URB.TOTL,Urban population,2010,37256422.14
SLB,Solomon Islands,SP.URB.TOTL,Urban population,2010,100095.528
SLE,Sierra Leone,SP.URB.TOTL,Urban population,2010,2253133.824
SLV,El Salvador,SP.URB.TOTL,Urban population,2010,3796304.709
SMR,San Marino,SP.URB.TOTL,Urban population,2010,29736.562
SOM,Somalia,SP.URB.TOTL,Urban population,2010,3489746.128
SRB,Serbia,SP.URB.TOTL,Urban population,2010,3821308.776
SSA,Sub-Saharan Africa,SP.URB.TOTL,Urban population,2010,319425306.755
STP,Sao Tome and Principe,SP.URB.TOTL,Urban population,2010,102876.934
SUR,Suriname,SP.URB.TOTL,Urban population,2010,396624.816
SVK,Slovak Republic,SP.URB.TOTL,Urban population,2010,3086203.008
SVN,Slovenia,SP.URB.TOTL,Urban population,2010,985354.08
SWE,Sweden,SP.URB.TOTL,Urban population,2010,7944111.252
SWZ,Swaziland,SP.URB.TOTL,Urban population,2010,302444.28
SXM,Sint Maarten (Dutch part),SP.URB.TOTL,Urban population,2010,
SYC,Seychelles,SP.URB.TOTL,Urban population,2010,47848.325
SYR,Syrian Arab Republic,SP.URB.TOTL,Urban population,2010,11225188.1055964
TCA,Turks and Caicos Islands,SP.URB.TOTL,Urban population,2010,
TCD,Chad,SP.URB.TOTL,Urban population,2010,3098709.408
TGO,Togo,SP.URB.TOTL,Urban population,2010,2616064.332
THA,Thailand,SP.URB.TOTL,Urban population,2010,23501559.56
TJK,Tajikistan,SP.URB.TOTL,Urban population,2010,1822838.805
TKM,Turkmenistan,SP.URB.TOTL,Urban population,2010,2495787.525
TMP,Timor-Leste,SP.URB.TOTL,Urban population,2010,315943.755
TON,Tonga,SP.URB.TOTL,Urban population,2010,26326.674
TTO,Trinidad and Tobago,SP.URB.TOTL,Urban population,2010,186463.635
TUN,Tunisia,SP.URB.TOTL,Urban population,2010,7099544.3
TUR,Turkey,SP.URB.TOTL,Urban population,2010,50635618.2
TUV,Tuvalu,SP.URB.TOTL,Urban population,2010,
TZA,Tanzania,SP.URB.TOTL,Urban population,2010,11838083.664
UGA,Uganda,SP.URB.TOTL,Urban population,2010,4445482.839
UKR,Ukraine,SP.URB.TOTL,Urban population,2010,31237946.7
UMC,Upper middle income,SP.URB.TOTL,Urban population,2010,1408546979.26464
URY,Uruguay,SP.URB.TOTL,Urban population,2010,3104840.2
USA,United States,SP.URB.TOTL,Urban population,2010,254348821.568
UZB,Uzbekistan,SP.URB.TOTL,Urban population,2010,10391173.346722
VCT,St. Vincent and the Grenadines,SP.URB.TOTL,Urban population,2010,52261.174
VEN,"Venezuela, RB",SP.URB.TOTL,Urban population,2010,27103960.0
VIR,Virgin Islands (U.S.),SP.URB.TOTL,Urban population,2010,104615.575
VNM,Vietnam,SP.URB.TOTL,Urban population,2010,25037701.7524912
VUT,Vanuatu,SP.URB.TOTL,Urban population,2010,61350.656
WBG,West Bank and Gaza,SP.URB.TOTL,Urban population,2010,2993665.542
WLD,World,SP.URB.TOTL,Urban population,2010,3465739884.07376
WSM,Samoa,SP.URB.TOTL,Urban population,2010,42840.954
YEM,"Yemen, Rep.",SP.URB.TOTL,Urban population,2010,7648699.452
ZAF,South Africa,SP.URB.TOTL,Urban population,2010,30844632.1
ZAR,"Congo, Dem. Rep.",SP.URB.TOTL,Urban population,2010,23219959.84
ZMB,Zambia,SP.URB.TOTL,Urban population,2010,4614728.013
ZWE,Zimbabwe,SP.URB.TOTL,Urban population,2010,4814866.882
ABW,Aruba,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ADO,Andorra,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
AFG,Afghanistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
AGO,Angola,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ALB,Albania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ARE,United Arab Emirates,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ARG,Argentina,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ARM,Armenia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ASM,American Samoa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ATG,Antigua and Barbuda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
AUS,Australia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
AUT,Austria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
AZE,Azerbaijan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BDI,Burundi,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BEL,Belgium,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BEN,Benin,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BFA,Burkina Faso,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BGD,Bangladesh,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BGR,Bulgaria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BHR,Bahrain,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BHS,"Bahamas, The",AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BIH,Bosnia and Herzegovina,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BLR,Belarus,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BLZ,Belize,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BMU,Bermuda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BOL,Bolivia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BRA,Brazil,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BRB,Barbados,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BRN,Brunei Darussalam,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BTN,Bhutan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
BWA,Botswana,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CAF,Central African Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CAN,Canada,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CHE,Switzerland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CHI,Channel Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CHL,Chile,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CHN,China,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CIV,Cote d'Ivoire,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CMR,Cameroon,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
COG,"Congo, Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
COK,Cook Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
COL,Colombia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
COM,Comoros,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CPV,Cape Verde,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CRI,Costa Rica,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CUB,Cuba,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CUW,Curacao,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CYM,Cayman Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CYP,Cyprus,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
CZE,Czech Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DEU,Germany,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DJI,Djibouti,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DMA,Dominica,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DNK,Denmark,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DOM,Dominican Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
DZA,Algeria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
EAP,East Asia & Pacific,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ECA,Europe & Central Asia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ECU,Ecuador,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
EGY,"Egypt, Arab Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
EMU,Euro area,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ERI,Eritrea,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ESP,Spain,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
EST,Estonia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
ETH,Ethiopia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),2011,
